code,code_variant,rarity,type,life,name,color,cost,power,counter,feature,character_type,description,trigger,image
OP02-044,OP02-044,C,CHARACTER,,Wanda,Green,2,3000,1000,Minks,Slash,[On Play] Play up to 1 {Minks} type Character card other than [Wanda] with a cost of 3 or less from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-044.png?240524
OP02-045,OP02-045,C,EVENT,,Three Sword Style Oni Giri,Green,3,-,-,FILM/Supernovas/Straw Hat Crew,-,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand.", Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-045.png?240524
OP02-046,OP02-046,UC,EVENT,,Diable Jambe Venaison Shoot,Green,2,-,-,FILM/Straw Hat Crew,-,[Main] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less., Play up to 1 Character card with a cost of 4 or less and no base effect from your hand.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-046.png?240524
OP02-047,OP02-047,R,EVENT,,Paradise Totsuka,Green,1,-,-,Land of Wano/Kouzuki Clan,-,[Main] Rest up to 1 of your opponent's Characters with a cost of 4 or less., K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-047.png?240524
OP02-048,OP02-048,C,STAGE,,Land of Wano,Green,1,-,-,Land of Wano,-,[Activate: Main] You may trash 1 {Land of Wano} type card from your hand and rest this Stage: Set up to 1 of your DON!! cards as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-048.png?240524
OP02-049,OP02-049,L,LEADER,5,Emporio.Ivankov,Blue,,5000,-,Impel Down/Revolutionary Army,Special,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-049.png?240524
OP02-049,OP02-049_p1,L,LEADER,5,Emporio.Ivankov,Blue,,5000,-,Impel Down/Revolutionary Army,Special,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-049_p1.png?240524
OP02-050,OP02-050,R,CHARACTER,,Inazuma,Blue,4,5000,1000,Impel Down/Revolutionary Army,Slash,"If you have 1 or less cards in your hand, this Character gains +2000 power.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-050.png?240524
OP02-051,OP02-051,SR,CHARACTER,,Emporio.Ivankov,Blue,7,7000,-,Impel Down/Revolutionary Army,Special,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue {Impel Down} type Character card with a cost of 6 or less from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-051.png?240524
OP02-051,OP02-051_p1,SR,CHARACTER,,Emporio.Ivankov,Blue,7,7000,-,Impel Down/Revolutionary Army,Special,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue {Impel Down} type Character card with a cost of 6 or less from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-051_p1.png?240524
OP02-052,OP02-052,C,CHARACTER,,Cabaji,Blue,2,3000,1000,Buggy Pirates,Slash,"[On Play] If you have [Mohji], draw 2 cards and trash 1 card from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-052.png?240524
OP02-053,OP02-053,C,CHARACTER,,Crocodile,Blue,5,7000,1000,Impel Down/Former Baroque Works,Special,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-053.png?240524
OP02-054,OP02-054,C,CHARACTER,,Gecko Moria,Blue,4,6000,1000,The Seven Warlords of the Sea/Thriller Bark Pirates,Special,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-054.png?240524
OP02-055,OP02-055,C,CHARACTER,,Dracule Mihawk,Blue,6,8000,1000,The Seven Warlords of the Sea,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-055.png?240524
OP02-056,OP02-056,UC,CHARACTER,,Donquixote Doflamingo,Blue,1,2000,-,The Seven Warlords of the Sea/Donquixote Pirates,Special,[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.[DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-056.png?240524
OP02-057,OP02-057,UC,CHARACTER,,Bartholomew Kuma,Blue,3,3000,1000,The Seven Warlords of the Sea/Revolutionary Army,Strike,"[On Play] Look at 2 cards from the top of your deck; reveal up to 1 {The Seven Warlords of the Sea} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-057.png?240524
OP02-058,OP02-058,R,CHARACTER,,Buggy,Blue,1,2000,1000,Impel Down/Buggy Pirates,Slash,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 blue {Impel Down} type card other than [Buggy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-058.png?240524
OP02-058,OP02-058_p1,R,CHARACTER,,Buggy,Blue,1,2000,1000,Impel Down/Buggy Pirates,Slash,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 blue {Impel Down} type card other than [Buggy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-058_p1.png?240524
OP02-059,OP02-059,UC,CHARACTER,,Boa Hancock,Blue,4,5000,1000,Impel Down/The Seven Warlords of the Sea/Kuja Pirates,Special,"[When Attacking] Draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-059.png?240524
OP02-059,OP02-059_p1,UC,CHARACTER,,Boa Hancock,Blue,4,5000,1000,Impel Down/The Seven Warlords of the Sea/Kuja Pirates,Special,"[When Attacking] Draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-059_p1.png?240524
OP02-060,OP02-060,C,CHARACTER,,Mohji,Blue,1,3000,1000,Buggy Pirates,Wisdom,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-060.png?240524
OP02-061,OP02-061,UC,CHARACTER,,Morley,Blue,4,5000,1000,Giant/Revolutionary Army,Special,"[When Attacking] If you have 1 or less cards in your hand, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-061.png?240524
OP02-062,OP02-062,SR,CHARACTER,,Monkey.D.Luffy,Blue,6,7000,-,Impel Down/Straw Hat Crew,Strike,"[On Play]/[When Attacking] You may trash 2 cards from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, this Character gains [Double Attack] during this turn.(This card deals 2 damage.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-062.png?240524
OP02-062,OP02-062_p1,SR,CHARACTER,,Monkey.D.Luffy,Blue,6,7000,-,Impel Down/Straw Hat Crew,Strike,"[On Play]/[When Attacking] You may trash 2 cards from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, this Character gains [Double Attack] during this turn.(This card deals 2 damage.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-062_p1.png?240524
OP02-063,OP02-063,UC,CHARACTER,,Mr.1(Daz.Bonez),Blue,1,1000,1000,Impel Down/Former Baroque Works,Slash,[On Play] Add up to 1 blue Event card with a cost of 1 from your trash to your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-063.png?240524
OP02-064,OP02-064,R,CHARACTER,,Mr.2.Bon.Kurei(Bentham),Blue,5,5000,2000,Impel Down/Former Baroque Works,Strike,"[DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck. Then, at the end of this battle, place this Character at the bottom of the owner's deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-064.png?240524
OP02-065,OP02-065,R,CHARACTER,,Mr.3(Galdino),Blue,4,5000,1000,Impel Down/Former Baroque Works,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] You may trash 1 card from your hand: Set this Character as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-065.png?240524
OP02-066,OP02-066,C,EVENT,,Impel Down All Stars,Blue,1,-,-,Impel Down,-,"[Main] You may trash 2 cards from your hand: If your Leader has the {Impel Down} type, draw up to 2 cards.", Draw 2 cards.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-066.png?240524
OP02-067,OP02-067,UC,EVENT,,Arabesque Brick Fist,Blue,2,-,-,Fish-Man/Impel Down,-,[Main] Return up to 1 Character with a cost of 4 or less to the owner's hand., Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-067.png?240524
OP02-068,OP02-068,R,EVENT,,Gum-Gum Rain,Blue,-,-,-,Impel Down/Straw Hat Crew,-,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle., Return up to 1 Character with a cost of 2 or less to the owner's hand.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-068.png?240524
OP02-069,OP02-069,C,EVENT,,DEATH WINK,Blue,3,-,-,Impel Down/Revolutionary Army,-,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, draw cards so that you have 2 cards in your hand.", Return up to 1 Character with a cost of 7 or less to the owner's hand.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-069.png?240524
OP02-070,OP02-070,C,STAGE,,New Kama Land,Blue,1,-,-,Impel Down,-,"[Activate: Main] You may rest this Stage: If your Leader is [Emporio.Ivankov], draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-070.png?240524
OP02-071,OP02-071,L,LEADER,5,Magellan,Purple,,5000,-,Impel Down,Special,"[Your Turn] [Once Per Turn] When a DON!! card on the field is returned to your DON!! deck, this Leader gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-071.png?240524
OP02-071,OP02-071_p1,L,LEADER,5,Magellan,Purple,,5000,-,Impel Down,Special,"[Your Turn] [Once Per Turn] When a DON!! card on the field is returned to your DON!! deck, this Leader gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-071_p1.png?240524
OP02-072,OP02-072,L,LEADER,4,Zephyr,Purple/Black,,5000,-,FILM/Neo Navy,Strike,"[When Attacking] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, this Leader gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-072.png?240524
OP02-072,OP02-072_p1,L,LEADER,4,Zephyr,Purple/Black,,5000,-,FILM/Neo Navy,Strike,"[When Attacking] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, this Leader gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-072_p1.png?240524
OP02-073,OP02-073,R,CHARACTER,,Little Sadi,Purple,3,3000,2000,Impel Down,Wisdom,[On Play] Play up to 1 {Jailer Beast} type Character card from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-073.png?240524
OP02-073,OP02-073_p1,R,CHARACTER,,Little Sadi,Purple,3,3000,2000,Impel Down,Wisdom,[On Play] Play up to 1 {Jailer Beast} type Character card from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-073_p1.png?240524
OP02-074,OP02-074,C,CHARACTER,,Saldeath,Purple,1,2000,1000,Impel Down,Wisdom,"Your [Blugori] gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-074.png?240524
OP02-075,OP02-075,R,CHARACTER,,Shiki,Purple,2,3000,2000,FILM/Golden Lion Pirates,Slash,-, DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-075.png?240524
OP02-076,OP02-076,R,CHARACTER,,Shiryu,Purple,4,5000,1000,Impel Down,Slash,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-076.png?240524
OP02-077,OP02-077,C,CHARACTER,,Solitaire,Purple,3,5000,1000,Animal Kingdom Pirates/SMILE,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-077.png?240524
OP02-078,OP02-078,UC,CHARACTER,,Daifugo,Purple,3,5000,-,Animal Kingdom Pirates/SMILE,Ranged,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 {SMILE} type Character card other than [Daifugo] with a cost of 3 or less from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-078.png?240524
OP02-079,OP02-079,UC,CHARACTER,,Douglas Bullet,Purple,5,6000,1000,FILM/The Pirates Fest,Special,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-079.png?240524
OP02-080,OP02-080,C,CHARACTER,,Dobon,Purple,2,4000,1000,Animal Kingdom Pirates/SMILE,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-080.png?240524
OP02-081,OP02-081,C,CHARACTER,,Domino,Purple,2,2000,1000,Impel Down,Wisdom,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-081.png?240524
OP02-082,OP02-082,UC,CHARACTER,,Byrnndi World,Purple,8,8000,-,World Pirates,Strike,[Activate: Main] DON!! −8 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +792000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-082.png?240524
OP02-083,OP02-083,R,CHARACTER,,Hannyabal,Purple,1,2000,1000,Impel Down,Slash,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple {Impel Down} type card other than [Hannyabal] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-083.png?240524
OP02-084,OP02-084,C,CHARACTER,,Blugori,Purple,1,3000,1000,Animal/Impel Down,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-084.png?240524
OP02-085,OP02-085,SR,CHARACTER,,Magellan,Purple,5,6000,-,Impel Down,Special,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck.[Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-085.png?240524
OP02-085,OP02-085_p1,SR,CHARACTER,,Magellan,Purple,5,6000,-,Impel Down,Special,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck.[Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-085_p1.png?240524
OP02-086,OP02-086,UC,CHARACTER,,Minokoala,Purple,4,5000,1000,Impel Down/Jailer Beast,Strike,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-086.png?240524
OP02-086,OP02-086_p1,UC,CHARACTER,,Minokoala,Purple,4,5000,1000,Impel Down/Jailer Beast,Strike,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-086_p1.png?240524
OP02-087,OP02-087,UC,CHARACTER,,Minotaur,Purple,4,5000,1000,Impel Down/Jailer Beast,Strike,"[Double Attack] (This card deals 2 damage.)[On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-087.png?240524
OP02-088,OP02-088,C,CHARACTER,,Sphinx,Purple,4,6000,1000,Animal/Impel Down,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-088.png?240524
OP02-089,OP02-089,R,EVENT,,Judgment of Hell,Purple,2,-,-,Impel Down,-,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.," If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",https://en.onepiece-cardgame.com../images/cardlist/card/OP02-089.png?240524
OP02-090,OP02-090,UC,EVENT,,Hydra,Purple,1,-,-,Impel Down,-,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −3000 power during this turn.," If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",https://en.onepiece-cardgame.com../images/cardlist/card/OP02-090.png?240524
OP02-091,OP02-091,C,EVENT,,Venom Road,Purple,3,-,-,Impel Down,-,[Main] Add up to 1 DON!! card from your DON!! deck and set it as active.," If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",https://en.onepiece-cardgame.com../images/cardlist/card/OP02-091.png?240524
OP02-092,OP02-092,C,STAGE,,Impel Down,Purple,1,-,-,Impel Down,-,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1 {Impel Down} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-092.png?240524
OP02-093,OP02-093,L,LEADER,5,Smoker,Black,,5000,-,Navy,Special,"[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-093.png?240524
OP02-093,OP02-093_p1,L,LEADER,5,Smoker,Black,,5000,-,Navy,Special,"[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-093_p1.png?240524
OP02-094,OP02-094,UC,CHARACTER,,Isuka,Black,3,4000,1000,Navy,Slash,"[DON!! x1] [Once Per Turn] When this Character battles and K.O.'s your opponent's Character, set this Character as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-094.png?240524
OP02-095,OP02-095,UC,CHARACTER,,Onigumo,Black,5,6000,1000,Navy,Slash,"If there is a Character with a cost of 0, this Character gains [Banish].(When this card deals damage, the target card is trashed without activating its Trigger.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-095.png?240524
OP02-096,OP02-096,SR,CHARACTER,,Kuzan,Black,4,5000,-,Navy,Special,[On Play] Draw 1 card.[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-096.png?240524
OP02-096,OP02-096_p1,SR,CHARACTER,,Kuzan,Black,4,5000,-,Navy,Special,[On Play] Draw 1 card.[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-096_p1.png?240524
OP02-097,OP02-097,C,CHARACTER,,Komille,Black,1,3000,1000,Navy,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-097.png?240524
OP02-098,OP02-098,R,CHARACTER,,Koby,Black,3,4000,1000,Navy,Strike,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-098.png?240524
OP02-099,OP02-099,SR,CHARACTER,,Sakazuki,Black,6,7000,-,Navy,Special,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-099.png?240524
OP02-099,OP02-099_p1,SR,CHARACTER,,Sakazuki,Black,6,7000,-,Navy,Special,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-099_p1.png?240524
OP02-100,OP02-100,C,CHARACTER,,Jango,Black,2,3000,1000,Navy,Slash,"If you have [Fullbody], this Character cannot be K.O.'d in battle.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-100.png?240524
OP02-101,OP02-101,C,CHARACTER,,Strawberry,Black,4,5000,-,Navy,Slash,"[When Attacking] If there is a Character with a cost of 0, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-101.png?240524
OP02-102,OP02-102,R,CHARACTER,,Smoker,Black,3,4000,1000,Navy,Special,"This Character cannot be K.O.'d by effects.[When Attacking] If there is a Character with a cost of 0, this Character gains +2000 power during this battle.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-102.png?240524
OP02-103,OP02-103,R,CHARACTER,,Sengoku,Black,2,3000,2000,Navy,Wisdom,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-103.png?240524
OP02-104,OP02-104,C,CHARACTER,,Sentomaru,Black,2,3000,1000,Navy,Slash,-, Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-104.png?240524
OP02-105,OP02-105,C,CHARACTER,,Tashigi,Black,3,5000,-,Navy,Slash,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −3 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-105.png?240524
OP02-105,OP02-105_p1,C,CHARACTER,,Tashigi,Black,3,5000,-,Navy,Slash,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −3 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-105_p1.png?240524
OP02-106,OP02-106,UC,CHARACTER,,Tsuru,Black,1,-,2000,Navy,Wisdom,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-106.png?240524
OP02-107,OP02-107,C,CHARACTER,,Doberman,Black,2,4000,1000,Navy,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-107.png?240524
OP02-108,OP02-108,C,CHARACTER,,Donquixote Rosinante,Black,2,2000,1000,Navy/Donquixote Pirates,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-108.png?240524
OP02-108,OP02-108_p1,C,CHARACTER,,Donquixote Rosinante,Black,2,2000,1000,Navy/Donquixote Pirates,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-108_p1.png?240524
OP02-109,OP02-109,C,CHARACTER,,Jaguar.D.Saul,Black,4,6000,1000,Giant/Navy,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-109.png?240524
OP02-110,OP02-110,R,CHARACTER,,Hina,Black,5,6000,1000,Navy,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] Select up to 1 of your opponent's Characters with a cost of 6 or less. The selected Character cannot attack during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-110.png?240524
OP02-111,OP02-111,C,CHARACTER,,Fullbody,Black,2,3000,1000,Navy,Strike,"[When Attacking] If you have [Jango], this card gains +3000 power during this battle.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-111.png?240524
OP02-112,OP02-112,UC,CHARACTER,,Bell-mère,Black,1,1000,1000,Navy,Ranged,"[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −1 cost during this turn. Then, up to 1 of your Leader or Character cards gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-112.png?240524
OP02-113,OP02-113,UC,CHARACTER,,Helmeppo,Black,3,3000,1000,Navy,Slash,"[When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn. Then, if there is a Character with a cost of 0, this Character gains +2000 power during this battle.", Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-113.png?240524
OP02-114,OP02-114,SR,CHARACTER,,Borsalino,Black,4,5000,1000,Navy,Special,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-114.png?240524
OP02-114,OP02-114_p1,SR,CHARACTER,,Borsalino,Black,4,5000,1000,Navy,Special,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-114_p1.png?240524
OP02-115,OP02-115,R,CHARACTER,,Monkey.D.Garp,Black,2,3000,2000,Navy,Strike,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-115.png?240524
OP02-115,OP02-115_p1,R,CHARACTER,,Monkey.D.Garp,Black,2,3000,2000,Navy,Strike,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-115_p1.png?240524
OP02-116,OP02-116,C,CHARACTER,,Yamakaji,Black,3,5000,1000,Navy,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-116.png?240524
OP02-117,OP02-117,UC,EVENT,,Ice Age,Black,1,-,-,Navy,-,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn., K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-117.png?240524
OP02-118,OP02-118,C,EVENT,,Yasakani Sacred Jewel,Black,1,-,-,Navy,-,[Counter] You may trash 1 card from your hand: Select up to 1 of your Characters. The selected Character cannot be K.O.'d during this battle., K.O. up to 1 of your opponent's Stages with a cost of 3 or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-118.png?240524
OP02-119,OP02-119,R,EVENT,,Meteor Volcano,Black,2,-,-,Navy,-,[Main] K.O. up to 1 of your opponent's Characters with a cost of 1 or less., Draw 2 cards and trash 1 card from your hand.,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-119.png?240524
OP02-120,OP02-120,SEC,CHARACTER,,Uta,Purple,8,8000,-,FILM,Special,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your Leader and all of your Characters gain +1000 power until the start of your next turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-120.png?240524
